"BusinessID","BusinessName","Industry","Location","FounderAge","YearsInOperation","MonthlyRevenue","TotalFunding","EmployeeCount","CustomerCount","SuccessScore","GrowthRate","RegistrationDate"
"871","Biz_9306","Education","Leribe","34","6","162105","52318","17","361","79","0.31","2022-02-10"
"872","Biz_3601","Agriculture","Berea","34","4","149260","63342","8","244","42","1.52","2023-07-05"
"873","Biz_9675","Agriculture","Mafeteng","22","2","176472","78843","12","233","4","1.2","2022-07-10"
"874","Biz_2727","Agriculture","Maseru","20","4","117839","125509","11","463","70","0.94","2025-05-18"
"875","Biz_3467","Technology","Mafeteng","31","4","47772","85049","7","76","6","0.28","2023-02-21"
"876","Biz_3630","Technology","Maseru","19","3","189930","1715","8","113","22","0.82","2024-06-05"
"877","Biz_5865","Technology","Berea","32","1","166097","9433","1","118","23","1.29","2023-01-25"
"878","Biz_8363","Technology","Berea","28","0","169741","123188","3","284","63","1.87","2021-12-27"
"879","Biz_0226","Technology","Leribe","22","7","39427","6506","11","170","48","0.43","2024-03-23"
"880","Biz_7498","Technology","Mafeteng","22","4","162599","107547","12","25","40","1.69","2022-02-09"
"881","Biz_5882","Technology","Berea","31","6","64279","34099","15","114","25","0.96","2025-07-22"
"882","Biz_6099","Healthcare","Berea","27","1","123600","1951","10","435","19","0.49","2022-03-19"
"883","Biz_6278","Agriculture","Maseru","18","3","7823","83374","12","167","35","1.26","2024-11-04"
"884","Biz_9120","Education","Berea","21","1","104145","85009","18","250","69","1.53","2024-03-29"
"885","Biz_9418","Healthcare","Leribe","33","4","36436","41117","11","337","87","0.67","2021-02-18"
"886","Biz_8594","Agriculture","Berea","34","3","52940","55422","15","292","5","0.93","2022-12-10"
"887","Biz_6847","Agriculture","Mafeteng","18","0","192292","17551","11","457","7","1.81","2025-02-13"
"888","Biz_4397","Agriculture","Berea","19","3","71809","109729","19","421","26","1.69","2021-03-30"
"889","Biz_3458","Agriculture","Berea","21","2","117260","146461","14","42","70","0.96","2025-03-12"
"890","Biz_6675","Agriculture","Mafeteng","25","2","35391","115290","14","287","87","0.4","2024-02-18"
"891","Biz_2000","Healthcare","Berea","30","1","7884","46884","8","119","55","0.95","2023-02-14"
"892","Biz_7129","Retail","Leribe","24","4","119749","55786","7","242","88","0.82","2024-10-29"
"893","Biz_0270","Technology","Mafeteng","34","3","108840","142718","7","46","4","1.8","2024-12-18"
"894","Biz_1093","Healthcare","Mafeteng","18","0","126408","142727","5","88","20","1.93","2023-08-04"
"895","Biz_7727","Retail","Mafeteng","19","3","189041","31087","13","86","37","1.62","2025-11-09"
"896","Biz_7870","Technology","Leribe","30","3","157689","149285","13","425","49","0.91","2021-12-19"
"897","Biz_5003","Technology","Mafeteng","21","4","59479","32384","4","379","45","1.84","2024-03-12"
"898","Biz_7681","Agriculture","Berea","26","0","126678","69076","1","11","30","0.09","2023-06-24"
"899","Biz_6293","Retail","Maseru","18","3","136505","57606","17","44","55","0.7","2024-07-31"
"900","Biz_2364","Healthcare","Leribe","33","0","133435","97219","18","277","90","0.9","2024-05-13"
"901","Biz_0672","Healthcare","Maseru","34","5","160887","21022","18","85","29","0.17","2022-10-14"
"902","Biz_1560","Retail","Leribe","31","2","190566","120990","17","276","8","0.37","2022-06-12"
"903","Biz_7184","Education","Maseru","25","4","102410","50646","14","396","21","0.09","2024-09-29"
"904","Biz_1017","Healthcare","Leribe","21","6","27504","54831","4","124","11","0.63","2021-08-19"
"905","Biz_6559","Healthcare","Mafeteng","20","0","152595","18264","15","347","28","0.73","2023-01-29"
"906","Biz_0908","Technology","Mafeteng","21","3","70704","106085","14","15","92","1.56","2022-04-27"
"907","Biz_9626","Agriculture","Mafeteng","25","5","38152","92039","14","77","53","1.89","2024-04-16"
"908","Biz_0394","Healthcare","Maseru","22","0","132430","107156","2","19","65","1.63","2021-06-18"
"909","Biz_3211","Education","Mafeteng","18","2","22664","145115","1","210","49","1","2024-04-30"
"910","Biz_2948","Education","Mafeteng","24","1","89183","32057","10","167","64","0.14","2021-03-26"
"911","Biz_8945","Retail","Mafeteng","22","2","170014","10323","19","284","64","0.93","2022-04-22"
"912","Biz_8689","Healthcare","Berea","29","4","183974","135238","17","340","6","0.15","2023-12-21"
"913","Biz_9554","Technology","Berea","32","0","163673","65027","12","206","19","0.1","2024-02-06"
"914","Biz_2652","Agriculture","Berea","19","6","156372","97457","15","431","20","2","2023-09-09"
"915","Biz_5171","Agriculture","Berea","23","7","143794","23567","11","257","28","0.11","2022-05-26"
"916","Biz_3936","Healthcare","Berea","32","5","106073","140006","14","471","11","0.49","2022-09-23"
"917","Biz_3091","Education","Maseru","28","7","77937","99787","4","316","27","1.04","2022-09-07"
"918","Biz_6764","Retail","Leribe","21","4","71871","136110","13","201","52","0.51","2022-12-11"
"919","Biz_7056","Agriculture","Leribe","34","5","76582","147519","9","66","84","0.48","2025-05-28"
"920","Biz_2016","Healthcare","Mafeteng","27","4","14410","100780","9","415","88","0.87","2020-12-07"
"921","Biz_3053","Agriculture","Mafeteng","34","7","180217","97113","13","89","14","1.64","2025-07-19"
"922","Biz_1108","Education","Maseru","25","0","179202","23540","5","477","67","1.48","2024-10-09"
"923","Biz_5193","Retail","Maseru","18","4","90340","28404","1","380","14","0.61","2023-01-27"
"924","Biz_3023","Retail","Maseru","21","4","5609","96461","15","120","42","1.37","2025-03-24"
"925","Biz_6550","Healthcare","Leribe","34","6","153726","87499","10","68","56","0.91","2024-04-27"
"926","Biz_5882","Healthcare","Leribe","21","4","116360","84736","19","369","41","0.94","2022-10-04"
"927","Biz_8305","Healthcare","Maseru","25","0","51428","80013","9","224","36","0.24","2023-08-21"
"928","Biz_0395","Technology","Leribe","22","2","152711","113662","19","459","20","1.19","2025-04-12"
"929","Biz_3432","Retail","Maseru","20","7","158419","79945","15","271","84","1.6","2025-06-28"
"930","Biz_2302","Retail","Mafeteng","29","2","19381","102192","8","434","91","1.69","2023-09-09"
"931","Biz_2522","Technology","Mafeteng","34","0","35619","62206","9","386","32","1.1","2024-12-29"
"932","Biz_7675","Education","Berea","22","5","96273","141160","8","195","83","0.54","2021-07-17"
"933","Biz_3583","Technology","Maseru","22","1","171192","141571","14","291","21","0.57","2022-03-10"
"934","Biz_3610","Retail","Leribe","33","5","161218","82188","4","177","90","0.13","2024-09-07"
"935","Biz_5405","Agriculture","Berea","18","1","135605","111900","2","109","87","0.86","2021-02-11"
"936","Biz_8959","Agriculture","Berea","22","3","110184","99562","18","490","87","1.56","2021-02-19"
"937","Biz_3020","Retail","Berea","33","5","106765","53444","7","182","26","1.23","2023-08-03"
"938","Biz_0632","Education","Maseru","28","5","19412","124485","2","254","17","1.91","2021-12-11"
"939","Biz_3545","Healthcare","Maseru","28","1","34762","67128","9","138","35","1.83","2021-11-21"
"940","Biz_0215","Education","Leribe","19","7","79596","77750","15","493","16","1.26","2021-03-19"
"941","Biz_5165","Retail","Berea","18","1","44575","106967","14","162","47","0.36","2025-04-20"
"942","Biz_9785","Retail","Leribe","27","1","117530","70294","1","187","19","1.21","2021-02-14"
"943","Biz_9072","Retail","Leribe","28","1","37946","97035","7","369","9","0.7","2024-04-10"
"944","Biz_5025","Healthcare","Maseru","34","5","74424","57914","11","466","58","0.9","2022-10-14"
"945","Biz_5129","Healthcare","Mafeteng","20","1","58810","25202","14","79","17","1.72","2025-05-19"
"946","Biz_0681","Agriculture","Maseru","24","4","161706","124441","11","171","68","0.14","2024-03-26"
"947","Biz_0622","Technology","Mafeteng","20","7","112100","116096","19","498","93","1.87","2023-04-01"
"948","Biz_3139","Agriculture","Leribe","28","1","6006","87722","5","123","9","1.47","2022-07-01"
"949","Biz_7278","Technology","Mafeteng","18","3","76730","6455","5","90","83","1.15","2022-06-08"
"950","Biz_6816","Retail","Berea","21","0","119909","42205","4","203","40","0.17","2025-04-22"
"951","Biz_7461","Agriculture","Mafeteng","21","5","156331","24775","13","416","29","0.07","2024-06-10"
"952","Biz_8359","Retail","Mafeteng","24","5","25119","87625","17","450","59","0.26","2025-03-21"
"953","Biz_8338","Retail","Leribe","25","4","96842","135641","7","233","71","1.19","2022-03-18"
"954","Biz_7780","Agriculture","Leribe","34","4","40351","49773","10","192","6","1.84","2021-11-21"
"955","Biz_3311","Agriculture","Berea","18","6","60637","12810","12","342","23","1.21","2023-04-27"
"956","Biz_3108","Healthcare","Mafeteng","21","7","55978","22884","13","126","52","0.51","2023-03-18"
"957","Biz_0322","Healthcare","Maseru","33","7","43908","107998","12","73","59","0.78","2021-10-23"
"958","Biz_3909","Retail","Leribe","31","3","86042","41800","14","433","31","0.6","2024-02-21"
"959","Biz_9024","Retail","Mafeteng","29","0","197900","64896","6","178","48","1.73","2023-03-07"
"960","Biz_1983","Healthcare","Maseru","20","5","121744","25214","5","60","17","1.72","2025-08-29"
"961","Biz_4412","Technology","Leribe","32","4","142336","123488","6","217","57","1.21","2025-07-25"
"962","Biz_7387","Technology","Leribe","30","1","166135","91658","7","23","32","1.29","2021-02-12"
"963","Biz_1040","Healthcare","Maseru","25","7","198636","78946","8","37","70","1.47","2021-08-17"
"964","Biz_7699","Healthcare","Berea","32","5","106597","110394","5","345","69","1.13","2021-08-11"
"965","Biz_8048","Retail","Leribe","24","4","182354","74356","12","75","80","0.98","2022-06-14"
"966","Biz_9701","Agriculture","Leribe","20","1","182694","44513","9","147","19","0.74","2021-07-10"
"967","Biz_9540","Technology","Leribe","19","3","158002","82989","3","396","10","0.59","2025-09-02"
"968","Biz_2780","Education","Maseru","27","3","112847","61192","19","62","17","0.29","2021-07-22"
"969","Biz_1016","Education","Leribe","24","0","125500","52328","9","45","97","1.68","2023-10-15"
"970","Biz_8763","Agriculture","Leribe","26","5","115392","23958","17","284","73","0.36","2021-01-03"
"971","Biz_8880","Technology","Maseru","34","6","52936","83801","8","412","54","0.92","2021-08-13"
"972","Biz_4929","Education","Maseru","25","0","40889","48752","9","402","8","1.02","2021-02-27"
"973","Biz_5908","Education","Berea","21","7","21971","67348","14","123","66","1.34","2021-07-31"
"974","Biz_5460","Technology","Maseru","30","6","80789","138305","11","111","26","1.64","2023-01-10"
"975","Biz_6756","Technology","Mafeteng","25","2","135821","18015","19","168","78","1.71","2025-01-05"
"976","Biz_0828","Healthcare","Mafeteng","27","1","172072","20873","12","169","57","0.15","2021-08-29"
"977","Biz_6925","Technology","Leribe","19","1","23328","68658","6","176","24","1.35","2023-03-20"
"978","Biz_0486","Technology","Mafeteng","21","1","170172","138952","14","271","27","1.32","2022-12-05"
"979","Biz_3404","Agriculture","Mafeteng","23","4","119101","23848","4","35","91","0.57","2021-05-31"
"980","Biz_3661","Healthcare","Maseru","28","6","70780","27321","1","341","49","0.09","2024-01-17"
"981","Biz_4034","Education","Berea","18","5","32331","94880","17","393","26","1.05","2024-07-29"
"982","Biz_9771","Agriculture","Maseru","29","4","178376","11718","14","439","63","0.59","2025-05-18"
"983","Biz_7488","Agriculture","Leribe","28","5","27794","124109","4","419","75","1.81","2022-01-08"
"984","Biz_1289","Healthcare","Mafeteng","26","6","33394","41840","1","15","48","0.06","2023-11-24"
"985","Biz_5826","Healthcare","Mafeteng","30","6","103834","147631","4","33","51","0.48","2022-12-07"
"986","Biz_0996","Technology","Mafeteng","34","1","168203","142811","13","91","28","0.05","2021-04-07"
"987","Biz_7826","Healthcare","Berea","27","4","131941","33701","3","163","1","1","2021-11-06"
"988","Biz_7710","Education","Leribe","33","0","105041","45711","12","82","60","1.66","2023-02-02"
"989","Biz_1359","Technology","Mafeteng","20","1","69658","64211","5","107","18","0.23","2021-06-21"
"990","Biz_5042","Retail","Maseru","32","3","34583","133598","1","165","87","0.09","2024-01-17"
"991","Biz_2194","Retail","Mafeteng","33","5","33503","10682","9","486","33","1.63","2020-11-26"
"992","Biz_8740","Retail","Berea","26","6","137443","129312","1","394","54","0.19","2025-07-20"
"993","Biz_5716","Education","Maseru","32","5","94307","69476","15","287","51","0.26","2021-10-19"
"994","Biz_7447","Retail","Berea","19","5","186734","139007","7","425","10","1.57","2022-06-21"
"995","Biz_7890","Technology","Mafeteng","22","2","160997","64863","9","438","35","0.33","2025-02-21"
"996","Biz_5869","Education","Berea","33","5","133668","67966","10","258","89","1.19","2025-09-04"
"997","Biz_4447","Technology","Mafeteng","33","4","78722","103368","17","194","52","0.17","2021-12-17"
"998","Biz_4839","Healthcare","Maseru","26","3","89101","42245","18","12","44","0.28","2023-10-25"
"999","Biz_2171","Agriculture","Leribe","29","3","74618","38221","11","152","88","0.62","2022-03-17"
"1000","Biz_1842","Technology","Maseru","23","3","96134","537","17","463","29","0.55","2025-06-06"
"1001","Biz_4098","Healthcare","Berea","18","1","42719","119749","6","238","29","1.63","2022-01-22"
"1002","Biz_3627","Agriculture","Leribe","33","3","89703","120692","3","153","27","0.17","2021-04-08"
"1003","Biz_1060","Technology","Berea","24","5","8813","23682","5","119","3","0.96","2023-01-26"
"1004","Biz_0193","Healthcare","Maseru","21","3","178440","16780","2","372","51","0.1","2024-11-05"
"1005","Biz_3099","Healthcare","Berea","34","5","42470","72032","3","329","23","0.62","2025-03-17"
"1006","Biz_7559","Retail","Berea","29","1","184550","73037","16","160","28","1.09","2024-03-26"
"1007","Biz_0414","Healthcare","Maseru","31","0","83224","91238","7","79","20","1.44","2020-11-18"
"1008","Biz_6559","Education","Berea","18","0","58333","88926","17","156","63","1.79","2024-03-28"
"1009","Biz_4030","Agriculture","Maseru","21","4","81985","18304","15","178","91","1.29","2025-05-26"
"1010","Biz_1254","Education","Maseru","21","2","30852","130124","15","161","25","1.86","2022-12-27"
"1011","Biz_5832","Agriculture","Mafeteng","34","5","199360","58004","1","140","83","0.6","2023-06-12"
"1012","Biz_7658","Healthcare","Maseru","19","1","138978","37328","7","182","55","1.67","2024-03-28"
"1013","Biz_6278","Healthcare","Maseru","30","5","13508","47520","4","258","62","0.14","2025-02-11"
"1014","Biz_2065","Education","Maseru","29","6","30779","123470","5","251","16","0.68","2024-01-19"
"1015","Biz_7059","Agriculture","Berea","25","0","64481","114381","13","343","64","0.69","2025-09-28"
"1016","Biz_7820","Agriculture","Leribe","25","7","135581","23319","18","97","5","0.29","2021-08-29"
"1017","Biz_9621","Education","Maseru","23","1","134215","106244","17","40","62","1.69","2021-08-14"
"1018","Biz_6868","Retail","Mafeteng","19","5","190513","124526","13","217","97","1.83","2024-11-25"
"1019","Biz_4899","Agriculture","Berea","27","6","89170","98673","12","60","40","0.1","2022-07-11"
"1020","Biz_5387","Agriculture","Leribe","33","6","125184","83970","16","444","30","0.7","2025-10-31"
"1021","Biz_6944","Education","Leribe","20","3","9401","128105","7","307","21","0.57","2025-05-06"
"1022","Biz_4680","Education","Berea","28","3","58089","106045","1","423","23","1.81","2025-04-21"
"1023","Biz_9708","Agriculture","Berea","29","5","112956","41543","19","263","93","1.47","2022-02-12"
"1024","Biz_1172","Education","Maseru","33","2","166202","107016","10","103","85","1.83","2021-05-31"
"1025","Biz_8086","Retail","Leribe","32","7","30802","145718","15","411","42","1.08","2021-02-26"
"1026","Biz_5610","Healthcare","Leribe","34","0","40871","97460","7","143","96","0.07","2021-12-09"
"1027","Biz_7061","Healthcare","Maseru","19","6","171665","40294","18","170","77","0.96","2022-05-03"
"1028","Biz_7068","Technology","Maseru","28","5","172446","33271","11","184","97","0.91","2021-04-23"
"1029","Biz_4802","Education","Leribe","28","7","184214","75414","19","492","92","1.33","2021-07-08"
"1030","Biz_0091","Retail","Leribe","30","0","36853","82018","3","101","60","1.33","2022-10-20"
"1031","Biz_9022","Healthcare","Berea","33","7","102573","30302","14","169","95","1.59","2022-04-18"
"1032","Biz_0999","Healthcare","Leribe","25","2","111001","142046","12","99","61","1.56","2024-02-28"
"1033","Biz_8561","Retail","Leribe","27","7","168312","127115","13","312","83","0.93","2025-07-01"
"1034","Biz_3816","Technology","Berea","33","4","128812","82826","3","6","41","1.2","2025-03-10"
"1035","Biz_3374","Healthcare","Berea","19","1","184453","63936","6","365","69","1.72","2021-08-14"
"1036","Biz_1844","Retail","Leribe","23","1","140840","30304","3","408","72","1.66","2023-09-22"
"1037","Biz_5273","Agriculture","Berea","22","4","60288","18757","19","66","78","0.28","2024-04-30"
"1038","Biz_2499","Education","Maseru","25","5","168183","122453","18","70","10","0.28","2021-06-16"
"1039","Biz_3887","Retail","Leribe","33","1","18819","31008","14","330","17","0.82","2022-01-10"
"1040","Biz_5116","Healthcare","Maseru","30","0","166363","109554","2","151","67","1.52","2024-01-06"
"1041","Biz_3052","Retail","Berea","25","6","166634","40799","18","183","49","1.42","2024-09-05"
"1042","Biz_6303","Agriculture","Maseru","33","1","160167","140894","18","456","41","0.1","2022-09-11"
"1043","Biz_3346","Healthcare","Maseru","26","2","64195","15258","11","327","50","1.26","2023-05-31"
"1044","Biz_7704","Retail","Mafeteng","23","6","156382","98944","15","26","54","0.46","2025-04-05"
"1045","Biz_1526","Healthcare","Mafeteng","20","0","190603","51415","15","465","81","0.14","2021-10-02"
"1046","Biz_1127","Education","Leribe","22","5","57047","118524","8","418","42","0.11","2024-09-16"
"1047","Biz_4491","Retail","Leribe","27","7","31110","82761","1","54","69","0.72","2022-09-27"
"1048","Biz_4349","Education","Mafeteng","27","1","76763","111131","18","103","42","1.83","2022-04-19"
"1049","Biz_6932","Retail","Berea","26","4","182697","148551","15","363","60","1.26","2024-08-26"
"1050","Biz_4453","Technology","Leribe","22","2","199494","49607","18","243","71","1.01","2024-11-14"
"1051","Biz_7072","Retail","Berea","25","4","58227","95707","14","182","51","0.99","2020-12-06"
"1052","Biz_9783","Education","Berea","30","3","165265","77061","12","436","47","0.29","2021-08-07"
"1053","Biz_7225","Healthcare","Mafeteng","26","5","80040","81778","17","166","64","1.1","2022-10-28"
"1054","Biz_8143","Education","Leribe","21","4","121546","7784","8","36","88","1.01","2022-11-03"
"1055","Biz_3616","Agriculture","Leribe","32","6","127026","15681","12","305","94","1.88","2022-11-15"
"1056","Biz_2812","Healthcare","Mafeteng","22","6","72860","135626","5","151","94","1.62","2021-01-13"
"1057","Biz_5281","Education","Maseru","22","3","21787","8456","16","460","97","1.55","2021-06-30"
"1058","Biz_8703","Technology","Mafeteng","20","6","16612","21129","9","366","11","1.18","2021-04-14"
"1059","Biz_9786","Technology","Berea","25","6","158991","45751","16","17","56","0.97","2023-10-23"
"1060","Biz_5937","Technology","Berea","22","5","83705","36936","10","131","18","1.49","2025-09-12"
"1061","Biz_7382","Agriculture","Berea","28","3","91307","131910","6","374","34","0.43","2022-06-03"
"1062","Biz_2043","Healthcare","Berea","28","7","6590","112942","9","151","46","1.02","2025-08-09"
"1063","Biz_2814","Agriculture","Berea","32","3","64141","11451","9","300","44","0.69","2023-04-15"
"1064","Biz_4151","Agriculture","Leribe","21","4","128516","87870","16","131","11","0.39","2024-11-13"
"1065","Biz_2539","Education","Mafeteng","29","7","173961","26579","10","225","16","0.21","2023-08-01"
"1066","Biz_2550","Education","Berea","26","4","57991","141212","8","55","59","1.7","2023-08-01"
"1067","Biz_9268","Technology","Mafeteng","30","0","183966","18552","8","160","11","0.43","2023-06-25"
"1068","Biz_3251","Healthcare","Mafeteng","28","0","181824","73182","12","99","21","1.1","2021-06-26"
"1069","Biz_2562","Technology","Berea","34","3","72315","138764","9","184","49","0.48","2025-07-26"
"1070","Biz_5000","Healthcare","Berea","21","2","150878","68287","7","457","84","1.32","2024-11-25"
"1071","Biz_6946","Technology","Berea","19","2","59886","131150","19","351","54","0.84","2025-10-04"
"1072","Biz_9697","Retail","Leribe","20","4","81386","8984","5","38","91","1.59","2021-03-05"
"1073","Biz_2331","Education","Maseru","23","6","131707","68557","7","104","89","1.63","2025-08-17"
"1074","Biz_9997","Agriculture","Mafeteng","28","0","144878","49273","12","72","82","0.31","2022-06-04"
"1075","Biz_7700","Agriculture","Mafeteng","32","5","13885","35267","15","240","54","0.72","2025-01-08"
"1076","Biz_6563","Healthcare","Maseru","30","3","191148","115053","3","181","38","0.51","2022-03-30"
"1077","Biz_5828","Agriculture","Leribe","26","7","30887","16264","2","63","70","0.37","2025-02-12"
"1078","Biz_4479","Education","Berea","27","1","46792","116436","15","70","79","1.11","2025-05-08"
"1079","Biz_3440","Agriculture","Leribe","23","1","128532","55590","16","43","70","1.27","2022-01-17"
"1080","Biz_3306","Education","Mafeteng","28","2","46298","139575","3","314","11","0.19","2022-12-20"
"1081","Biz_6157","Agriculture","Mafeteng","23","2","179465","50139","13","373","21","0.7","2021-01-30"
"1082","Biz_2311","Agriculture","Berea","34","3","183753","106312","2","92","94","0.51","2023-04-25"
"1083","Biz_9229","Technology","Leribe","19","5","193849","69676","17","179","2","0.32","2021-05-11"
"1084","Biz_7391","Retail","Berea","28","6","154536","4908","2","128","48","0.45","2022-04-18"
"1085","Biz_4410","Technology","Leribe","20","1","63946","109010","7","170","18","0.54","2022-09-29"
"1086","Biz_2615","Technology","Mafeteng","19","3","7809","127617","16","253","16","1.57","2023-07-03"
"1087","Biz_5899","Education","Berea","24","5","112041","31506","5","200","73","1.57","2025-02-20"
"1088","Biz_5739","Agriculture","Berea","22","6","68597","28273","10","155","98","1.03","2023-07-05"
"1089","Biz_1713","Agriculture","Leribe","21","0","154118","117164","17","392","94","0.7","2023-12-18"
"1090","Biz_3860","Agriculture","Mafeteng","19","4","150583","142961","10","496","10","1.97","2021-07-30"
"1091","Biz_6264","Technology","Mafeteng","18","7","133247","96023","1","265","30","0.41","2025-07-20"
"1092","Biz_3488","Education","Mafeteng","22","2","79266","147097","8","112","23","0.46","2022-12-01"
"1093","Biz_3934","Agriculture","Mafeteng","21","3","38697","13004","16","356","40","0.54","2024-03-03"
"1094","Biz_7298","Retail","Maseru","31","1","141594","147458","12","372","45","1.84","2023-05-25"
"1095","Biz_9969","Retail","Mafeteng","31","2","114859","2758","7","164","52","0.62","2024-05-19"
"1096","Biz_0853","Education","Mafeteng","21","2","22367","117080","12","201","79","1.94","2025-09-04"
"1097","Biz_3064","Technology","Mafeteng","22","5","43545","30296","1","154","32","1.07","2024-05-14"
"1098","Biz_2869","Technology","Berea","19","7","125475","11908","15","92","66","0.34","2022-10-28"
"1099","Biz_5988","Agriculture","Mafeteng","28","5","46244","66553","6","375","87","0.79","2025-05-01"
"1100","Biz_0289","Education","Leribe","25","6","117810","143071","4","354","76","0.07","2024-05-08"
"1101","Biz_5059","Retail","Mafeteng","18","3","104981","78960","17","410","37","1.21","2021-09-26"
"1102","Biz_2299","Agriculture","Leribe","28","2","178098","112497","6","268","21","0.25","2021-06-07"
"1103","Biz_8418","Healthcare","Berea","31","3","126313","143663","17","479","10","1.39","2025-05-19"
"1104","Biz_2787","Education","Mafeteng","32","3","157223","115190","19","393","37","0.46","2025-01-12"
"1105","Biz_8348","Education","Berea","27","7","160868","14013","19","376","72","1.58","2024-06-20"
"1106","Biz_9413","Healthcare","Leribe","25","0","184114","119407","13","413","36","1.06","2021-03-03"
"1107","Biz_4201","Agriculture","Maseru","34","6","122877","93051","1","498","93","0.65","2024-04-29"
"1108","Biz_4982","Agriculture","Leribe","23","4","119636","145908","11","95","69","1.37","2022-06-07"
"1109","Biz_0571","Education","Mafeteng","27","1","44629","63602","9","497","84","1.48","2024-06-09"
"1110","Biz_6003","Technology","Leribe","32","4","60319","145104","9","102","43","1.7","2021-11-21"
"1111","Biz_6417","Agriculture","Maseru","20","2","117022","52049","9","456","1","0.6","2023-06-18"
"1112","Biz_1474","Education","Leribe","27","6","138049","56826","7","300","38","0.35","2022-09-03"
"1113","Biz_7648","Agriculture","Berea","22","7","22376","31026","5","38","56","0.54","2024-02-19"
"1114","Biz_4942","Technology","Mafeteng","24","4","160305","72502","7","381","81","0.52","2023-04-22"
"1115","Biz_0027","Healthcare","Berea","22","7","79743","29206","2","61","83","0.24","2021-05-22"
"1116","Biz_0716","Retail","Leribe","31","4","93278","85831","14","286","3","0.2","2025-01-14"
"1117","Biz_7415","Education","Mafeteng","26","2","192479","135007","8","321","60","0.7","2024-08-14"
"1118","Biz_5810","Education","Leribe","21","0","132660","136713","15","303","14","0.41","2021-11-23"
"1119","Biz_6309","Education","Maseru","31","1","71728","27253","4","421","87","0.12","2022-08-01"
"1120","Biz_1307","Agriculture","Berea","23","7","185750","3714","16","49","72","0.26","2023-02-10"
"1121","Biz_6810","Agriculture","Berea","27","2","71698","59215","4","327","11","1.24","2022-10-28"
"1122","Biz_0388","Technology","Mafeteng","28","6","69176","113716","5","91","2","0.99","2022-10-22"
"1123","Biz_8742","Agriculture","Maseru","23","7","199348","102313","17","411","92","0.6","2022-08-22"
"1124","Biz_5490","Agriculture","Leribe","25","1","197991","144743","11","360","36","1.27","2023-04-15"
"1125","Biz_8495","Education","Berea","25","5","26534","122515","14","390","64","0.93","2021-09-10"
"1126","Biz_2440","Technology","Maseru","23","3","46728","81810","18","202","71","1.21","2023-03-05"
"1127","Biz_0753","Technology","Leribe","32","6","39892","15222","8","79","54","1.5","2025-11-02"
"1128","Biz_6295","Retail","Leribe","22","6","141154","87783","5","173","98","0.35","2023-05-15"
"1129","Biz_3534","Technology","Maseru","18","2","148672","60805","1","473","98","0.66","2022-07-10"
"1130","Biz_3181","Retail","Mafeteng","20","1","14408","123651","4","363","13","0.52","2023-05-15"
"1131","Biz_9840","Retail","Mafeteng","29","2","79510","61912","6","15","60","1.7","2023-10-05"
"1132","Biz_2367","Agriculture","Mafeteng","33","6","193697","89817","6","425","26","0.92","2025-06-10"
"1133","Biz_5338","Healthcare","Mafeteng","27","1","167138","61340","13","176","2","1.23","2022-12-21"
"1134","Biz_3859","Retail","Maseru","25","2","22506","46121","19","45","20","1.04","2021-02-06"
"1135","Biz_9546","Education","Berea","27","2","74963","138609","13","241","41","1.96","2021-08-05"
"1136","Biz_1213","Retail","Berea","27","2","191465","91566","10","171","77","1.46","2023-11-08"
"1137","Biz_9518","Retail","Maseru","30","6","148386","86481","10","388","48","1.66","2023-07-27"
"1138","Biz_9386","Agriculture","Leribe","18","5","136020","76490","12","274","75","1.81","2023-02-10"
"1139","Biz_3866","Technology","Mafeteng","34","7","87824","137222","7","237","56","1.97","2023-08-23"
"1140","Biz_8961","Education","Leribe","20","7","12760","41986","14","38","75","0.66","2025-10-12"
"1141","Biz_0997","Retail","Mafeteng","32","2","65016","111989","5","154","51","1.75","2021-04-27"
"1142","Biz_6952","Healthcare","Maseru","32","0","73457","108390","3","304","90","1.82","2022-03-03"
"1143","Biz_3143","Retail","Mafeteng","34","0","111123","136309","14","287","50","1.24","2022-10-29"
"1144","Biz_6145","Healthcare","Berea","27","4","112379","32969","12","145","24","0.64","2022-01-06"
"1145","Biz_9567","Education","Leribe","18","5","67844","122784","9","194","46","0.65","2023-02-22"
"1146","Biz_0078","Agriculture","Mafeteng","28","1","69080","83240","10","51","58","1.86","2024-01-05"
"1147","Biz_6922","Education","Leribe","22","4","84873","25055","17","277","18","1.73","2022-01-24"
"1148","Biz_8019","Agriculture","Leribe","19","7","125150","121749","1","163","17","0.59","2023-03-31"
"1149","Biz_5818","Retail","Maseru","18","5","113692","70558","8","389","33","0.35","2021-12-21"
"1150","Biz_2288","Retail","Maseru","33","3","112135","25573","18","135","19","0.83","2025-01-09"
"1151","Biz_5521","Retail","Berea","18","0","180649","2455","11","35","42","0.18","2021-05-14"
"1152","Biz_5638","Technology","Mafeteng","20","1","144379","47674","3","87","87","0.74","2024-01-03"
"1153","Biz_8688","Agriculture","Berea","29","2","25386","100658","4","484","93","1.93","2023-03-16"
"1154","Biz_0378","Technology","Leribe","30","4","135904","22159","18","14","16","1.59","2021-09-28"
"1155","Biz_3006","Technology","Maseru","25","3","148652","95463","8","444","41","0.95","2025-10-02"
"1156","Biz_3108","Education","Maseru","33","1","88250","75875","19","157","79","0.6","2021-09-21"
"1157","Biz_6785","Agriculture","Berea","21","4","6030","72511","1","481","12","0.37","2025-08-12"
